County,Year,NumTrans,TotMME,TotDU,Suicides,PopCDC,PerCapIncome,FIPS
Mercer,2008,9721.0,32970202.91286277,4319100.0,13.0,61848.0,30215.0,54055.0
Mercer,2009,9406.0,32773324.432500314,4449930.0,11.0,62177.0,31251.0,54055.0
Mercer,2010,9402.0,33462934.620000284,4440660.0,17.0,62264.0,31978.0,54055.0
Mercer,2011,10064.0,37202675.33999994,5055230.0,14.0,62465.0,32767.0,54055.0
Mercer,2012,9976.0,42284102.97408733,5184400.0,14.0,62523.0,33825.0,54055.0
Mercer,2013,9866.0,44607562.00181217,5186670.0,18.0,61984.0,33276.0,54055.0
Mercer,2014,7454.0,42924464.76022494,4808980.0,14.0,61785.0,33752.0,54055.0
Mineral,2006,2756.0,6372299.570362488,849670.0,9.0,27324.0,26696.0,54057.0
Mineral,2007,3226.0,7848704.047500006,1028400.0,3.0,27532.0,27782.0,54057.0
Mineral,2008,3804.0,9627304.721000068,1210110.0,1.0,27824.0,28882.0,54057.0
Mineral,2009,3737.0,10668814.991362572,1264440.0,5.0,28080.0,29870.0,54057.0
Mineral,2010,3929.0,11189134.89750011,1278820.0,3.0,28212.0,31209.0,54057.0
Mineral,2011,4266.0,11688497.055000106,1314980.0,4.0,28192.0,32543.0,54057.0
Mineral,2012,3863.0,10915319.865000084,1247110.0,5.0,27956.0,33125.0,54057.0
Mineral,2013,3898.0,11315264.1675001,1270940.0,3.0,27704.0,33699.0,54057.0
Mineral,2014,3193.0,12103424.100000007,1282770.0,6.0,27578.0,34493.0,54057.0
Mingo,2006,4192.0,29595207.120000005,4691980.0,3.0,27054.0,25868.0,54059.0
Mingo,2007,5389.0,44548906.60499963,7511830.0,2.0,27145.0,27625.0,54059.0
Mingo,2008,7496.0,58189238.8539996,9795100.0,3.0,26850.0,31599.0,54059.0
Mingo,2009,7227.0,47202645.76886223,7464630.0,4.0,26943.0,30182.0,54059.0
Mingo,2010,4466.0,23487098.40000005,3162950.0,2.0,26839.0,30588.0,54059.0
Mingo,2011,4243.0,21847008.76545006,2863950.0,5.0,26563.0,33498.0,54059.0
Mingo,2012,4141.0,22509504.27750001,2779190.0,4.0,26103.0,34110.0,54059.0
Mingo,2013,4189.0,23812089.40522497,2562840.0,4.0,25900.0,31536.0,54059.0
Mingo,2014,3784.0,25053301.25250001,2414610.0,8.0,25716.0,30032.0,54059.0
Monongalia,2006,9032.0,21096093.40006267,2751620.0,5.0,89656.0,30783.0,54061.0
Monongalia,2007,10532.0,25090792.09395007,3319650.0,7.0,90764.0,31743.0,54061.0
Monongalia,2008,10378.0,27774618.36721254,3573330.0,4.0,92200.0,33673.0,54061.0
Monongalia,2009,10786.0,32518173.08062486,3920150.0,12.0,94165.0,34445.0,54061.0
Monongalia,2010,11375.0,33893429.47691249,3958427.0,9.0,96189.0,36148.0,54061.0
Monongalia,2011,11711.0,35543353.02108716,4160910.0,10.0,98528.0,37217.0,54061.0
Monongalia,2012,12539.0,39656787.35902451,4275790.0,17.0,100332.0,38062.0,54061.0
Monongalia,2013,12780.0,35445627.58743697,3931940.0,10.0,102274.0,37738.0,54061.0
Monongalia,2014,10860.0,36828366.73181233,3879290.0,19.0,103463.0,39762.0,54061.0
Monroe,2006,890.0,2900459.197499996,385440.0,2.0,13382.0,22303.0,54063.0
Monroe,2007,1054.0,3673757.894999995,455940.0,4.0,13452.0,22922.0,54063.0
Monroe,2008,1068.0,3666101.024999995,458500.0,1.0,13607.0,23771.0,54063.0
Monroe,2009,1069.0,3144016.364999995,405280.0,2.0,13543.0,24048.0,54063.0
Monroe,2010,1031.0,3583755.8099999926,378170.0,2.0,13502.0,25539.0,54063.0
Monroe,2011,1122.0,3810726.104999991,390310.0,1.0,13534.0,26916.0,54063.0
Monroe,2012,1201.0,3510949.4174999883,394730.0,1.0,13463.0,27574.0,54063.0
Monroe,2013,1190.0,4553747.362499984,408900.0,1.0,13483.0,27350.0,54063.0
Monroe,2014,1128.0,5728998.659999997,447820.0,1.0,13582.0,28342.0,54063.0
Morgan,2006,1008.0,5912461.912499991,594800.0,5.0,17038.0,27012.0,54065.0
Morgan,2007,1132.0,6449796.854999991,667700.0,4.0,17410.0,27457.0,54065.0
Morgan,2008,1226.0,7393574.0715000015,752600.0,2.0,17520.0,28043.0,54065.0
Morgan,2009,1149.0,7838265.791362496,775900.0,3.0,17580.0,27691.0,54065.0
Morgan,2010,1198.0,7776233.159999997,732770.0,0.0,17541.0,28219.0,54065.0
Morgan,2011,1328.0,8294425.338862501,775670.0,3.0,17535.0,29401.0,54065.0
Morgan,2012,1342.0,9140702.647500005,796870.0,5.0,17471.0,30316.0,54065.0
Morgan,2013,1114.0,7195345.597500003,605990.0,3.0,17498.0,29923.0,54065.0
Morgan,2014,972.0,6203189.647500003,561770.0,1.0,17453.0,30670.0,54065.0
Nicholas,2006,4041.0,13257835.911000092,1939200.0,6.0,26205.0,24992.0,54067.0
Nicholas,2007,4591.0,15166394.847000126,2125050.0,8.0,26130.0,26857.0,54067.0
Nicholas,2008,4759.0,18970073.775000114,2408050.0,5.0,26138.0,29172.0,54067.0
Nicholas,2009,5114.0,22608591.60772504,2661180.0,2.0,26253.0,29613.0,54067.0
Nicholas,2010,6180.0,24827985.11250003,2844260.0,4.0,26233.0,30397.0,54067.0
Nicholas,2011,6322.0,27786551.17136256,3145580.0,5.0,26268.0,32448.0,54067.0
Nicholas,2012,6449.0,29721464.87294997,3041380.0,6.0,26229.0,32339.0,54067.0
Nicholas,2013,6419.0,27333595.117949974,2828960.0,4.0,25965.0,30736.0,54067.0
Nicholas,2014,4633.0,27230788.51953749,2704970.0,10.0,25827.0,31651.0,54067.0
Ohio,2006,4147.0,14091592.509500207,1637700.0,6.0,44925.0,42922.0,54069.0
Ohio,2007,4944.0,16682599.157587748,1928100.0,8.0,44714.0,45163.0,54069.0
Ohio,2008,5636.0,18012274.95750028,2078020.0,4.0,44469.0,46648.0,54069.0
Ohio,2009,5807.0,19800994.16636266,2227100.0,6.0,44355.0,42018.0,54069.0
Ohio,2010,5481.0,20034827.876587637,2290650.0,4.0,44443.0,40205.0,54069.0
Ohio,2011,5966.0,21657993.12386257,2556520.0,5.0,44246.0,41976.0,54069.0
Ohio,2012,6435.0,23620739.257950027,2613990.0,10.0,44075.0,44411.0,54069.0
Ohio,2013,6744.0,24136576.16249989,2595440.0,7.0,43727.0,44406.0,54069.0
Ohio,2014,6019.0,24066589.62772496,2505990.0,7.0,43328.0,47101.0,54069.0
Pendleton,2006,563.0,1484590.9875000026,163200.0,2.0,7922.0,26413.0,54071.0
Pendleton,2007,561.0,1390308.0202250006,172300.0,3.0,7792.0,27653.0,54071.0
Pendleton,2008,721.0,1561669.612500002,202500.0,0.0,7761.0,28885.0,54071.0
Pendleton,2009,804.0,1848988.7624999974,221900.0,1.0,7701.0,29320.0,54071.0
Pendleton,2010,810.0,1933881.7799999984,233910.0,4.0,7695.0,30343.0,54071.0
Pendleton,2011,827.0,1985945.4825000009,253840.0,1.0,7673.0,31893.0,54071.0
Pendleton,2012,804.0,1941559.4175000002,242060.0,1.0,7566.0,31818.0,54071.0
Pendleton,2013,761.0,2130867.9074999983,245440.0,0.0,7471.0,32360.0,54071.0
Pendleton,2014,550.0,2158053.2475,253920.0,0.0,7371.0,33143.0,54071.0
Pleasants,2006,837.0,1761878.9624999978,313200.0,0.0,7670.0,26375.0,54073.0
Pleasants,2007,898.0,1782413.119500001,348100.0,1.0,7698.0,28147.0,54073.0
Pleasants,2008,1044.0,2048515.609500001,399300.0,0.0,7702.0,30345.0,54073.0
Pleasants,2009,1064.0,2316700.2,447600.0,2.0,7672.0,30692.0,54073.0
Pleasants,2010,1164.0,2650434.817499997,478860.0,2.0,7605.0,31477.0,54073.0
Pleasants,2011,1160.0,2641825.6499999957,508700.0,0.0,7611.0,33299.0,54073.0
Pleasants,2012,1051.0,2574067.0349999974,474620.0,0.0,7595.0,35589.0,54073.0
Pleasants,2013,1064.0,2744709.877500002,465570.0,1.0,7577.0,36492.0,54073.0
Pleasants,2014,1014.0,3176364.6374999993,481050.0,5.0,7634.0,38471.0,54073.0
Pocahontas,2006,990.0,6821565.8790000025,572100.0,3.0,8938.0,25256.0,54075.0
Pocahontas,2007,926.0,6025704.723862493,487490.0,2.0,8851.0,25674.0,54075.0
Pocahontas,2008,823.0,4661367.157725,417700.0,3.0,8807.0,27265.0,54075.0
Pocahontas,2009,814.0,5016517.995225002,452800.0,0.0,8746.0,28088.0,54075.0
Pocahontas,2010,712.0,2901800.79,300030.0,2.0,8719.0,29050.0,54075.0
Pocahontas,2011,848.0,2873975.759999998,309370.0,1.0,8786.0,29879.0,54075.0
Pocahontas,2012,930.0,3215640.4124999973,312200.0,0.0,8692.0,31357.0,54075.0
Pocahontas,2013,1047.0,3891736.41749999,323670.0,1.0,8669.0,31980.0,54075.0
Pocahontas,2014,860.0,3367561.4024999994,271730.0,1.0,8662.0,33778.0,54075.0
Preston,2006,1905.0,4807596.765499998,751000.0,4.0,32238.0,25752.0,54077.0
Preston,2007,2126.0,5103055.515499989,782300.0,10.0,32743.0,25642.0,54077.0
Preston,2008,2366.0,5259713.960249983,780400.0,2.0,33067.0,26011.0,54077.0
Preston,2009,2402.0,5612119.4999999935,814000.0,8.0,33333.0,26745.0,54077.0
Preston,2010,2728.0,6185943.82499999,852480.0,7.0,33520.0,28950.0,54077.0
Preston,2011,2834.0,7061752.072500002,952670.0,4.0,33723.0,30572.0,54077.0
Preston,2012,2870.0,7034727.022500007,972240.0,5.0,33832.0,31422.0,54077.0
Preston,2013,3148.0,8492464.162500037,1083610.0,4.0,33859.0,31510.0,54077.0
Preston,2014,2959.0,10582471.815000007,1228280.0,10.0,33788.0,32216.0,54077.0
Putnam,2006,5312.0,14939532.362500256,2043540.0,3.0,54207.0,32240.0,54079.0
Putnam,2007,6361.0,18316147.745000254,2501460.0,10.0,54669.0,33612.0,54079.0
Putnam,2008,7005.0,20848499.144725226,2774320.0,12.0,55051.0,35868.0,54079.0
Putnam,2009,6934.0,22858557.643387746,2876730.0,6.0,55178.0,36778.0,54079.0
Putnam,2010,7167.0,24620141.65065012,2958090.0,9.0,55486.0,37317.0,54079.0
Putnam,2011,7180.0,26017535.39771267,3141460.0,6.0,56008.0,39708.0,54079.0
Putnam,2012,7840.0,29938347.679762606,3217840.0,7.0,56435.0,40450.0,54079.0
Putnam,2013,8353.0,29561891.31408734,3202980.0,7.0,56650.0,40031.0,54079.0
Putnam,2014,7360.0,35454601.23000002,3433760.0,5.0,56770.0,41282.0,54079.0
Raleigh,2006,12382.0,43201490.11849871,5237280.0,10.0,78178.0,28728.0,54081.0
Raleigh,2007,14946.0,58483535.11417262,6354250.0,14.0,78323.0,27834.0,54081.0
Raleigh,2008,14901.0,65266448.41249761,6720220.0,10.0,78379.0,29705.0,54081.0
Raleigh,2009,16015.0,71659113.17999797,7105670.0,15.0,78782.0,30852.0,54081.0
Raleigh,2010,16296.0,81620852.69272394,7226630.0,11.0,78859.0,32503.0,54081.0
Raleigh,2011,17013.0,122780635.92750032,8892040.0,17.0,79127.0,35834.0,54081.0
Raleigh,2012,16700.0,147761338.77022588,9661830.0,11.0,79021.0,36025.0,54081.0
Raleigh,2013,16226.0,128376246.03000066,8508500.0,18.0,78833.0,35339.0,54081.0
Raleigh,2014,13249.0,101113351.36522467,7388690.0,8.0,78241.0,36182.0,54081.0
Randolph,2006,3132.0,8531010.727499973,1208620.0,4.0,29049.0,26424.0,54083.0
Randolph,2007,3640.0,9038900.666812487,1242390.0,1.0,29113.0,27086.0,54083.0
Randolph,2008,4027.0,11035103.286225094,1481830.0,3.0,29236.0,28106.0,54083.0
Randolph,2009,4072.0,11917504.920000095,1583630.0,5.0,29381.0,28564.0,54083.0
Randolph,2010,4177.0,11905376.902500078,1590630.0,4.0,29405.0,29015.0,54083.0
Randolph,2011,4465.0,13332585.502500115,1755380.0,7.0,29465.0,30225.0,54083.0
Randolph,2012,4937.0,13427748.292500116,1754960.0,8.0,29384.0,31688.0,54083.0
Randolph,2013,5238.0,12704260.455000153,1725210.0,8.0,29415.0,31634.0,54083.0
Randolph,2014,4212.0,13277788.785000045,1724570.0,5.0,29429.0,32632.0,54083.0
Ritchie,2006,629.0,1111456.7000000014,227800.0,2.0,10588.0,23557.0,54085.0
Ritchie,2007,774.0,1406938.4360000002,281800.0,3.0,10558.0,23661.0,54085.0
Ritchie,2008,1030.0,1683147.2595000004,331000.0,3.0,10516.0,24793.0,54085.0
Ritchie,2009,955.0,1702986.375000001,340300.0,1.0,10478.0,24874.0,54085.0
Ritchie,2010,1069.0,2044297.889999998,367280.0,2.0,10449.0,25620.0,54085.0
Ritchie,2011,1174.0,2538829.567499998,442220.0,3.0,10295.0,27574.0,54085.0
Ritchie,2012,1110.0,2738518.4924999974,464170.0,0.0,10236.0,29067.0,54085.0
Ritchie,2013,993.0,2404404.022499999,423460.0,0.0,10073.0,29973.0,54085.0
Ritchie,2014,787.0,2405774.9400000004,406680.0,2.0,10011.0,32652.0,54085.0
Roane,2006,1772.0,4378514.849999958,622900.0,3.0,15442.0,22783.0,54087.0
Roane,2007,2014.0,4117831.8149999636,589330.0,3.0,15215.0,24012.0,54087.0
Roane,2008,2315.0,4773600.9149999535,681330.0,2.0,15048.0,26505.0,54087.0
Roane,2009,2246.0,5218712.812499965,760050.0,3.0,14966.0,26406.0,54087.0
Roane,2010,2566.0,6021981.224999973,840760.0,1.0,14926.0,27391.0,54087.0
Roane,2011,2550.0,5582849.22022497,834750.0,7.0,14858.0,28737.0,54087.0
Roane,2012,2678.0,5721575.296349988,827580.0,3.0,14684.0,30292.0,54087.0
Roane,2013,2756.0,4518313.76362499,697200.0,3.0,14656.0,29948.0,54087.0
Roane,2014,2004.0,5046246.421349986,719650.0,4.0,14664.0,30460.0,54087.0
Summers,2006,1326.0,2992889.1152249933,425950.0,3.0,13879.0,20893.0,54089.0
Summers,2007,1371.0,3491224.752499989,488500.0,3.0,13842.0,21903.0,54089.0
Summers,2008,1594.0,4561766.849999994,581420.0,5.0,13712.0,23922.0,54089.0
Summers,2009,1745.0,5747167.987499995,714800.0,2.0,13882.0,24093.0,54089.0
Summers,2010,1800.0,6417330.517499987,740480.0,2.0,13927.0,24866.0,54089.0
Summers,2011,1817.0,7103557.604999998,767850.0,6.0,13867.0,26467.0,54089.0
Summers,2012,1814.0,7780190.602499992,796340.0,2.0,13737.0,27703.0,54089.0
Summers,2013,1730.0,8595223.942499999,815280.0,2.0,13563.0,28031.0,54089.0
Summers,2014,1290.0,8461192.934999991,793890.0,2.0,13417.0,29158.0,54089.0
Taylor,2006,1348.0,3774698.824999977,492600.0,1.0,16498.0,24227.0,54091.0
Taylor,2007,1505.0,4299608.649999985,574900.0,1.0,16640.0,24911.0,54091.0
Taylor,2008,1477.0,4749225.637499991,591700.0,0.0,16792.0,26747.0,54091.0
Taylor,2009,1382.0,4372057.09136248,570100.0,3.0,16838.0,27879.0,54091.0
Taylor,2010,1534.0,3785558.546362483,545610.0,5.0,16895.0,28792.0,54091.0
Taylor,2011,1722.0,4051472.7449999806,605890.0,4.0,16916.0,30755.0,54091.0
Taylor,2012,1620.0,4072051.1324999915,579890.0,4.0,16991.0,31906.0,54091.0
Taylor,2013,1784.0,4342513.342499994,575260.0,1.0,16973.0,33596.0,54091.0
Taylor,2014,1252.0,4438931.309999999,584200.0,1.0,17069.0,33922.0,54091.0
Tucker,2006,449.0,818168.3625000012,114800.0,4.0,7111.0,24223.0,54093.0
Tucker,2007,454.0,942887.2200000008,125690.0,0.0,7117.0,25001.0,54093.0
Tucker,2008,406.0,835374.7913625011,115000.0,0.0,7160.0,26351.0,54093.0
Tucker,2009,333.0,807349.7625000004,115850.0,3.0,7172.0,27823.0,54093.0
Tucker,2010,350.0,714241.9125000003,114750.0,1.0,7141.0,28789.0,54093.0
Tucker,2011,452.0,747477.5250000003,126550.0,0.0,7021.0,31587.0,54093.0
Tucker,2012,599.0,816782.3625000002,139450.0,1.0,6995.0,33617.0,54093.0
Tucker,2013,656.0,1027894.0800000026,160860.0,2.0,6968.0,34664.0,54093.0
Tucker,2014,414.0,742387.1700000005,120690.0,1.0,6927.0,36366.0,54093.0
Tyler,2006,560.0,1290867.6825000006,237290.0,2.0,9484.0,21718.0,54095.0
Tyler,2007,616.0,1385656.6802250012,264170.0,1.0,9423.0,23205.0,54095.0
Tyler,2008,777.0,1841240.2275,322630.0,4.0,9363.0,25461.0,54095.0
Tyler,2009,980.0,2426523.7274999963,388190.0,2.0,9249.0,25672.0,54095.0
Tyler,2010,987.0,2755329.9563624924,395730.0,2.0,9208.0,26452.0,54095.0
Tyler,2011,627.0,2248609.8902249984,315890.0,2.0,9121.0,28858.0,54095.0
Tyler,2012,612.0,2387593.7025,309990.0,2.0,9037.0,30921.0,54095.0
Tyler,2013,658.0,2420603.497499998,307830.0,0.0,8995.0,31041.0,54095.0
Tyler,2014,606.0,2393777.5875000004,299600.0,3.0,9098.0,31621.0,54095.0
Upshur,2006,2095.0,3995057.5874999617,620500.0,3.0,23754.0,24373.0,54097.0
Upshur,2007,2481.0,4920660.350999958,765300.0,3.0,23851.0,25360.0,54097.0
Upshur,2008,2421.0,4566479.778862463,763300.0,5.0,23929.0,27010.0,54097.0
Upshur,2009,2682.0,5018347.27499997,817400.0,4.0,24124.0,27173.0,54097.0
Upshur,2010,2796.0,5447691.183862488,851810.0,10.0,24254.0,28566.0,54097.0
Upshur,2011,2799.0,5949444.404999986,897560.0,5.0,24322.0,30452.0,54097.0
Upshur,2012,2700.0,5601403.9125,870250.0,3.0,24477.0,31248.0,54097.0
Upshur,2013,2883.0,5210947.424999995,810880.0,8.0,24665.0,30590.0,54097.0
Upshur,2014,2160.0,5682711.367500002,805430.0,4.0,24731.0,31378.0,54097.0
Wayne,2006,3847.0,16025618.59750011,1739500.0,2.0,42717.0,22569.0,54099.0
Wayne,2007,4375.0,17779958.403500114,1956000.0,4.0,42727.0,23671.0,54099.0
Wayne,2008,4492.0,19235909.88636255,2066190.0,7.0,42767.0,24528.0,54099.0
Wayne,2009,4421.0,20337509.118862506,2118670.0,6.0,42637.0,25697.0,54099.0
Wayne,2010,4311.0,22890742.20750005,2010060.0,5.0,42481.0,26239.0,54099.0
Wayne,2011,3964.0,20103755.1,1914650.0,5.0,42126.0,27230.0,54099.0
Wayne,2012,4090.0,22994539.49250006,1927700.0,9.0,41649.0,27820.0,54099.0
Wayne,2013,4306.0,18060477.28500006,1737420.0,10.0,41437.0,27704.0,54099.0
Wayne,2014,3620.0,20500787.069999967,1776130.0,5.0,41122.0,29049.0,54099.0
Webster,2006,670.0,2194921.874999999,365800.0,1.0,9391.0,20687.0,54101.0
Webster,2007,742.0,2395921.5900000003,396430.0,1.0,9260.0,21983.0,54101.0
Webster,2008,877.0,2526905.624999996,404700.0,3.0,9260.0,23995.0,54101.0
Webster,2009,1011.0,2827568.759999997,462620.0,0.0,9167.0,24406.0,54101.0
Webster,2010,966.0,2621963.197499998,447420.0,1.0,9154.0,24376.0,54101.0
Webster,2011,939.0,2466244.095,414930.0,0.0,9143.0,25393.0,54101.0
Webster,2012,1058.0,2662233.8099999973,420240.0,0.0,9043.0,25764.0,54101.0
Webster,2013,1138.0,2748690.596362498,402110.0,0.0,8893.0,25496.0,54101.0
Webster,2014,1007.0,2913434.917499998,409060.0,1.0,8834.0,26428.0,54101.0
Wetzel,2006,2201.0,5950094.732999975,983000.0,2.0,16917.0,23377.0,54103.0
Wetzel,2007,2350.0,7224531.383999979,1164350.0,3.0,16764.0,24502.0,54103.0
Wetzel,2008,2695.0,7492612.649362478,1212960.0,1.0,16645.0,25836.0,54103.0
Wetzel,2009,2548.0,7174528.004999963,1187420.0,1.0,16588.0,25836.0,54103.0
Wetzel,2010,2760.0,7712923.042724976,1222990.0,1.0,16583.0,26360.0,54103.0
Wetzel,2011,2480.0,6988523.902499982,1116280.0,5.0,16351.0,27888.0,54103.0
Wetzel,2012,2392.0,6664516.559999976,1062720.0,3.0,16422.0,29411.0,54103.0
Wetzel,2013,2545.0,6239083.469999989,1001860.0,4.0,16204.0,29520.0,54103.0
Wetzel,2014,1880.0,6299502.442725008,957680.0,3.0,15988.0,30852.0,54103.0
Wirt,2006,167.0,324689.09999999986,76700.0,0.0,5791.0,20348.0,54105.0
Wirt,2007,211.0,465064.40250000026,101030.0,0.0,5806.0,21318.0,54105.0
Wirt,2008,262.0,446533.0875,96000.0,1.0,5745.0,23278.0,54105.0
Wirt,2009,283.0,576147.4275,112730.0,0.0,5703.0,23759.0,54105.0
Wirt,2010,343.0,576554.8874999997,119700.0,2.0,5717.0,24463.0,54105.0
Wirt,2011,473.0,657268.4250000004,140200.0,1.0,5762.0,26787.0,54105.0
Wirt,2012,510.0,830244.6224999997,162220.0,0.0,5847.0,26689.0,54105.0
Wirt,2013,556.0,954197.1375000004,181300.0,1.0,5901.0,27950.0,54105.0
Wirt,2014,480.0,957824.1600000006,176930.0,2.0,5845.0,29027.0,54105.0
Wood,2006,9888.0,27209518.92358772,4217270.0,15.0,86552.0,29670.0,54107.0
Wood,2007,12086.0,29291650.46785037,4869620.0,8.0,86489.0,30965.0,54107.0
Wood,2008,13673.0,33638628.6780004,5555260.0,17.0,86783.0,32203.0,54107.0
Wood,2009,13783.0,35477835.0045373,5957620.0,10.0,86841.0,32148.0,54107.0
Wood,2010,14339.0,35762521.12657483,6053570.0,12.0,86956.0,32896.0,54107.0
Wood,2011,14719.0,38282928.97158701,6520870.0,6.0,87120.0,34603.0,54107.0
Wood,2012,14747.0,38975203.82272458,6495790.0,10.0,86701.0,36217.0,54107.0
Wood,2013,14339.0,38444063.524087295,6292750.0,16.0,86569.0,36125.0,54107.0
Wood,2014,10467.0,39572834.64750005,6343070.0,22.0,86237.0,38215.0,54107.0
Wyoming,2006,3703.0,16545813.00436266,1793990.0,3.0,24288.0,22547.0,54109.0
Wyoming,2007,4022.0,19770816.870862555,1967830.0,5.0,24078.0,23573.0,54109.0
Wyoming,2008,4156.0,23800640.316949986,2249120.0,4.0,23957.0,26140.0,54109.0
Wyoming,2009,4520.0,33679413.78000001,2673510.0,3.0,23899.0,25751.0,54109.0
Wyoming,2010,4513.0,38144627.98657492,2860540.0,7.0,23796.0,26662.0,54109.0
Wyoming,2011,4262.0,40079652.90408747,3182580.0,4.0,23419.0,28321.0,54109.0
Wyoming,2012,4420.0,41260946.08136249,3183810.0,3.0,23273.0,28874.0,54109.0
Wyoming,2013,4152.0,39691737.454087496,2977960.0,4.0,23019.0,27960.0,54109.0
Wyoming,2014,3562.0,37005570.78750004,2800110.0,7.0,22598.0,28469.0,54109.0
